feature_set,model,net_SR_0bps,net_SR_1bps,net_SR_2bps,net_SR_5bps,net_SR_7p5bps,net_SR_10bps,net_SR_12p5bps,net_SR_15bps,net_SR_20bps,net_SR_25bps,net_SR_35bps,net_SR_50bps,net_SR_75bps,net_SR_100bps,breakeven_bps
flow_compustat,mlp,2.281128977172152,2.25586175335679,2.230593914187884,2.1547873163101547,2.0916125329108417,2.028436388184547,1.965259837195852,1.9020838345836124,1.7757372904848538,1.6494043817608826,1.3968099147002988,1.0182103498965909,0.3884918823846396,-0.2388214939428848,90.46873971823469
flow_compustat,xgboost,1.9865518244219695,1.9649607822731163,1.9433655589684684,1.8785550801810544,1.8245183360383712,1.7704565920433664,1.7163702857170686,1.6622598556797104,1.5539683843473104,1.4455857083475403,1.2285609454716295,0.9024289422611532,0.3575304264664177,-0.1886527827745994,91.37027822878572
return_only,xgboost,1.5313526083682734,1.5095717923879293,1.4877883321033452,1.4224223366745743,1.367933156826037,1.313428472289908,1.258908677312491,1.20437416673226,1.0952625809939804,0.9860968850924764,0.7676158852769178,0.43956827824195,-0.1078331905071128,-0.6557038797495807,70.0775013729449
return_only,mlp,1.5122565429112833,1.4801989598998322,1.4481391409622348,1.3519474887325449,1.2717756228171655,1.1915947413370438,1.1114067527971816,1.0312135660425013,0.8708192336051093,0.7104270129521868,0.3897099300097821,-0.0909690425970793,-0.8900356573537953,-1.6849092679626174,47.159609687337934
flow_compustat,elastic_net,0.437988885360943,0.4178744344460467,0.3977643502681893,0.3374605367519751,0.2872380080070634,0.2370437375194772,0.1868780945546266,0.1367414470457699,0.0365566033997034,-0.0635078770278825,-0.2632641931860787,-0.5619243189317015,-1.056907287845957,-1.5481186132684686,21.82594755024127
flow_compustat,ridge,0.2341807152693474,0.2102053690711566,0.186236712885302,0.114371344516557,0.0545307416819543,-0.0052661871050695,-0.0650187316539965,-0.1247261850769099,-0.2440030077180521,-0.3630910673107602,-0.6006788228266009,-0.9555082619674266,-1.5424010739657434,-2.12313771068251,9.779756263348302
return_only,elastic_net,0.0880894657403471,0.0684190955577929,0.0487492966588205,-0.0102564445865469,-0.0594233679546536,-0.1085857959842257,-0.1577433733059764,-0.2068957447555359,-0.3051834504818601,-0.4034460764317891,-0.5998847629556017,-0.894284033242165,-1.384072314410429,-1.872462888869129,4.478515726234237
return_only,ridge,-0.161847428016143,-0.1740483911673379,-0.1862511920292172,-0.2228704508646164,-0.2533986856574404,-0.2839377139875352,-0.3144872685775972,-0.3450470815668791,-0.4061964084500621,-0.4673835405087704,-0.5898625609417517,-0.7738103016801904,-1.0808545573926134,-1.3882391861775938,-13.280087291809192
