strategy,role,feature_set,model,cutoff,cost_bps,net_sharpe,gross_sharpe,net_ann_return,turnover,breakeven_bps,rank_ic_mean,rank_ic_hac_tstat,source_table,interpretation
reversal,classical_baseline,classical_baseline,reversal,0.1,10.0,0.0622969080949489,0.2241046156200818,0.0144822235987778,3.133367769456626,13.851612882244304,-0.0012939123403134,-0.1150381481947442,table_classical_baselines.csv,classical one-month reversal benchmark
zscore_reversal,classical_baseline,classical_baseline,zscore_reversal,0.1,10.0,0.0622969080949489,0.2241046156200818,0.0144822235987778,3.133367769456626,13.851612882244304,-0.0012939123403134,-0.1150381481947442,table_classical_baselines.csv,classical z-score reversal benchmark
momentum,classical_baseline,classical_baseline,momentum,0.1,10.0,0.6361337205174401,0.6831016674234245,0.1501937404434335,0.9226912082012106,145.6482529117521,0.0596874590408246,3.341947903140414,table_classical_baselines.csv,strongest classical same-protocol benchmark
reversal_plus_momentum,classical_baseline,classical_baseline,reversal_plus_momentum,0.1,10.0,0.4907683980254735,0.6622448943204011,0.0824836973632436,2.4025898207529055,38.60930062869808,0.0417859852564337,2.7421165392835483,table_classical_baselines.csv,combined classical reversal plus momentum benchmark
return_only x xgboost,return_only_ml,return_only,xgboost,0.1,10.0,1.313428472289908,1.5313526083682734,0.180261814130065,2.5004065583421493,70.0775013729449,0.0224576962307601,2.092731115950266,table_walkforward_model_summary.csv,accepted tree-based return-only comparison
return_only x mlp,return_only_ml,return_only,mlp,0.1,10.0,1.1915947413370438,1.5122565429112833,0.1232633014135221,2.764276016591294,47.159609687337934,0.0241206698656959,4.042372040553211,table_walkforward_model_summary.csv,accepted nonlinear return-only comparison
flow_compustat x xgboost,flow_compustat_ml,flow_compustat,xgboost,0.1,10.0,1.7704565920433664,1.9865518244219695,0.2126930990273702,2.178243125716301,91.37027822878572,0.0255984885714847,3.5389218560990865,table_walkforward_model_summary.csv,accepted tree-based nonlinear comparison
flow_compustat x mlp,flow_compustat_ml,flow_compustat,mlp,0.1,10.0,2.028436388184547,2.281128977172152,0.2137388845838421,2.2134774047273877,90.46873971823469,0.0418490745825896,6.363207665564921,table_walkforward_model_summary.csv,accepted main nonlinear specification
